КодЗаказа|ДатаРазмещения|Стоимость|СтранаПолучателя|Марка|Категория|странаПоставщика|КодСотрудника
10798|26.12.1997 0:00:00|3480,00|Великобритания|Mishi Kobe Niku|Мясо/птица|Япония|2
10812|2.1.1998 0:00:00|12527,99|Италия|Mishi Kobe Niku|Мясо/птица|Япония|5
10839|19.1.1998 0:00:00|4697,99|Бразилия|Mishi Kobe Niku|Мясо/птица|Япония|3
10926|4.3.1998 0:00:00|3480,00|Мексика|Mishi Kobe Niku|Мясо/птица|Япония|4
10932|6.3.1998 0:00:00|5568,00|Франция|Mishi Kobe Niku|Мясо/птица|Япония|8
10941|11.3.1998 0:00:00|17400,00|США|Mishi Kobe Niku|Мясо/птица|Япония|7
10958|18.3.1998 0:00:00|1740,00|Аргентина|Mishi Kobe Niku|Мясо/птица|Япония|7
10987|31.3.1998 0:00:00|6960,00|Великобритания|Mishi Kobe Niku|Мясо/птица|Япония|8
10992|1.4.1998 0:00:00|696,00|США|Mishi Kobe Niku|Мясо/птица|Япония|1
11021|14.4.1998 0:00:00|12180,00|Германия|Mishi Kobe Niku|Мясо/птица|Япония|3
10325|9.10.1996 0:00:00|1674,00|Германия|Rossle Sauerkraut|Фрукты|Германия|1
10333|18.10.1996 0:00:00|1860,00|Финляндия|Rossle Sauerkraut|Фрукты|Германия|5
10375|6.12.1996 0:00:00|2790,00|США|Rossle Sauerkraut|Фрукты|Германия|3
10393|25.12.1996 0:00:00|5859,00|США|Rossle Sauerkraut|Фрукты|Германия|1
10409|9.1.1997 0:00:00|2232,00|Аргентина|Rossle Sauerkraut|Фрукты|Германия|3
10412|13.1.1997 0:00:00|3347,99|Финляндия|Rossle Sauerkraut|Фрукты|Германия|8
10427|27.1.1997 0:00:00|6510,00|Австрия|Rossle Sauerkraut|Фрукты|Германия|4
10474|13.3.1997 0:00:00|2232,00|Мексика|Rossle Sauerkraut|Фрукты|Германия|5
10503|11.4.1997 0:00:00|16275,00|Ирландия|Rossle Sauerkraut|Фрукты|Германия|6
10555|2.6.1997 0:00:00|5579,99|США|Rossle Sauerkraut|Фрукты|Германия|6
10571|17.6.1997 0:00:00|2173,87|Австрия|Rossle Sauerkraut|Фрукты|Германия|8
10580|26.6.1997 0:00:00|3313,12|Германия|Rossle Sauerkraut|Фрукты|Германия|4
10623|7.8.1997 0:00:00|4882,50|Германия|Rossle Sauerkraut|Фрукты|Германия|8
10625|8.8.1997 0:00:00|697,50|Мексика|Rossle Sauerkraut|Фрукты|Германия|3
10656|4.9.1997 0:00:00|627,74|США|Rossle Sauerkraut|Фрукты|Германия|6
10675|19.9.1997 0:00:00|6975,00|Германия|Rossle Sauerkraut|Фрукты|Германия|5
10733|7.11.1997 0:00:00|3720,00|Швеция|Rossle Sauerkraut|Фрукты|Германия|1
10750|21.11.1997 0:00:00|988,12|Финляндия|Rossle Sauerkraut|Фрукты|Германия|9
10794|24.12.1997 0:00:00|2789,99|Бразилия|Rossle Sauerkraut|Фрукты|Германия|6
11076|6.5.1998 0:00:00|3487,50|Франция|Rossle Sauerkraut|Фрукты|Германия|4
11077|6.5.1998 0:00:00|225,52|США|Rossle Sauerkraut|Фрукты|Германия|1
10277|9.8.1996 0:00:00|7280,00|Германия|Longlife Tofu|Фрукты|Япония|2
10302|10.9.1996 0:00:00|10192,00|Бельгия|Longlife Tofu|Фрукты|Япония|4
10312|23.9.1996 0:00:00|1456,00|Германия|Longlife Tofu|Фрукты|Япония|2
10319|2.10.1996 0:00:00|5096,00|Мексика|Longlife Tofu|Фрукты|Япония|7
10360|22.11.1996 0:00:00|10920,00|Франция|Longlife Tofu|Фрукты|Япония|4
10368|29.11.1996 0:00:00|4258,79|Австрия|Longlife Tofu|Фрукты|Япония|2
10377|9.12.1996 0:00:00|6187,99|Великобритания|Longlife Tofu|Фрукты|Япония|1
10387|18.12.1996 0:00:00|2184,00|Норвегия|Longlife Tofu|Фрукты|Япония|1
10406|7.1.1997 0:00:00|13759,19|Бразилия|Longlife Tofu|Фрукты|Япония|7
10443|12.2.1997 0:00:00|4368,00|Италия|Longlife Tofu|Фрукты|Япония|8
10452|20.2.1997 0:00:00|5460,00|США|Longlife Tofu|Фрукты|Япония|8
10458|26.2.1997 0:00:00|10920,00|Бельгия|Longlife Tofu|Фрукты|Япония|7
10474|13.3.1997 0:00:00|6552,00|Мексика|Longlife Tofu|Фрукты|Япония|5
10499|8.4.1997 0:00:00|9120,00|Венесуэлла|Longlife Tofu|Фрукты|Япония|4
10500|9.4.1997 0:00:00|3465,59|Франция|Longlife Tofu|Фрукты|Япония|6
10509|17.4.1997 0:00:00|1368,00|Германия|Longlife Tofu|Фрукты|Япония|4
10514|22.4.1997 0:00:00|15960,00|Австрия|Longlife Tofu|Фрукты|Япония|3
10544|21.5.1997 0:00:00|3192,00|США|Longlife Tofu|Фрукты|Япония|4
10624|7.8.1997 0:00:00|4560,00|США|Longlife Tofu|Фрукты|Япония|4
10643|25.8.1997 0:00:00|5130,00|Россия|Longlife Tofu|Фрукты|Япония|6
10649|28.8.1997 0:00:00|9120,00|Бельгия|Longlife Tofu|Фрукты|Япония|5
10688|1.10.1997 0:00:00|24623,99|Дания|Longlife Tofu|Фрукты|Япония|4
10733|7.11.1997 0:00:00|9120,00|Швеция|Longlife Tofu|Фрукты|Япония|1
10740|13.11.1997 0:00:00|1823,99|США|Longlife Tofu|Фрукты|Япония|4
10804|30.12.1997 0:00:00|10944,00|Великобритания|Longlife Tofu|Фрукты|Япония|6
10873|6.2.1998 0:00:00|1368,00|Финляндия|Longlife Tofu|Фрукты|Япония|4
10924|4.3.1998 0:00:00|12311,99|Швеция|Longlife Tofu|Фрукты|Япония|3
10937|10.3.1998 0:00:00|3648,00|Аргентина|Longlife Tofu|Фрукты|Япония|7
10952|16.3.1998 0:00:00|912,00|Германия|Longlife Tofu|Фрукты|Япония|1
10976|25.3.1998 0:00:00|9120,00|Венесуэлла|Longlife Tofu|Фрукты|Япония|1
11008|8.4.1998 0:00:00|30323,99|Австрия|Longlife Tofu|Фрукты|Япония|7
11039|21.4.1998 0:00:00|9120,00|Венесуэлла|Longlife Tofu|Фрукты|Япония|1
11068|4.5.1998 0:00:00|3100,79|Бразилия|Longlife Tofu|Фрукты|Япония|8
10322|4.10.1996 0:00:00|1120,00|Мексика|Manjimup Dried Apples|Фрукты|Австралия|7
10334|21.10.1996 0:00:00|448,00|Франция|Manjimup Dried Apples|Фрукты|Австралия|8
10388|19.12.1996 0:00:00|895,99|Великобритания|Manjimup Dried Apples|Фрукты|Австралия|2
10446|14.2.1997 0:00:00|755,99|Германия|Manjimup Dried Apples|Фрукты|Австралия|6
10449|18.2.1997 0:00:00|1120,00|Франция|Manjimup Dried Apples|Фрукты|Австралия|3
10517|24.4.1997 0:00:00|420,00|Великобритания|Manjimup Dried Apples|Фрукты|Австралия|3
10558|4.6.1997 0:00:00|2100,00|Великобритания|Manjimup Dried Apples|Фрукты|Австралия|1
10563|10.6.1997 0:00:00|4900,00|Бразилия|Manjimup Dried Apples|Фрукты|Австралия|2
10586|2.7.1997 0:00:00|237,99|Италия|Manjimup Dried Apples|Фрукты|Австралия|9
10594|9.7.1997 0:00:00|1680,00|США|Manjimup Dried Apples|Фрукты|Австралия|3
10620|5.8.1997 0:00:00|350,00|Канада|Manjimup Dried Apples|Фрукты|Австралия|2
10683|26.9.1997 0:00:00|630,00|Франция|Manjimup Dried Apples|Фрукты|Австралия|2
10725|31.10.1997 0:00:00|280,00|Бразилия|Manjimup Dried Apples|Фрукты|Австралия|4
10733|7.11.1997 0:00:00|1750,00|Швеция|Manjimup Dried Apples|Фрукты|Австралия|1
10739|12.11.1997 0:00:00|1260,00|Франция|Manjimup Dried Apples|Фрукты|Австралия|3
10758|28.11.1997 0:00:00|4200,00|Швейцария|Manjimup Dried Apples|Фрукты|Австралия|3
10769|8.12.1997 0:00:00|997,49|Дания|Manjimup Dried Apples|Фрукты|Австралия|3
10793|24.12.1997 0:00:00|560,00|Великобритания|Manjimup Dried Apples|Фрукты|Австралия|3
10809|1.1.1998 0:00:00|1400,00|Бразилия|Manjimup Dried Apples|Фрукты|Австралия|7
10862|30.1.1998 0:00:00|560,00|Германия|Manjimup Dried Apples|Фрукты|Австралия|8
10908|26.2.1998 0:00:00|930,99|Италия|Manjimup Dried Apples|Фрукты|Австралия|4
10925|4.3.1998 0:00:00|713,99|Бразилия|Manjimup Dried Apples|Фрукты|Австралия|3
10927|5.3.1998 0:00:00|350,00|Франция|Manjimup Dried Apples|Фрукты|Австралия|4
10961|19.3.1998 0:00:00|398,99|Бразилия|Manjimup Dried Apples|Фрукты|Австралия|8
10970|24.3.1998 0:00:00|2239,99|Испания|Manjimup Dried Apples|Фрукты|Австралия|9
10997|3.4.1998 0:00:00|1050,00|Венесуэлла|Manjimup Dried Apples|Фрукты|Австралия|8
11003|6.4.1998 0:00:00|700,00|США|Manjimup Dried Apples|Фрукты|Австралия|3
11038|21.4.1998 0:00:00|140,00|Бельгия|Manjimup Dried Apples|Фрукты|Австралия|1
11077|6.5.1998 0:00:00|140,00|США|Manjimup Dried Apples|Фрукты|Австралия|1
10250|8.7.1996 0:00:00|4016,24|Бразилия|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10260|19.7.1996 0:00:00|1890,00|Германия|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10265|25.7.1996 0:00:00|2400,00|Франция|Uncle Bob's Organic Dried Pears|Фрукты|США|2
10299|6.9.1996 0:00:00|2400,00|Бразилия|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10308|18.9.1996 0:00:00|600,00|Мексика|Uncle Bob's Organic Dried Pears|Фрукты|США|7
10315|26.9.1996 0:00:00|3600,00|Великобритания|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10380|12.12.1996 0:00:00|3600,00|Ирландия|Uncle Bob's Organic Dried Pears|Фрукты|США|8
10389|20.12.1996 0:00:00|3600,00|Канада|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10420|21.1.1997 0:00:00|863,99|Бразилия|Uncle Bob's Organic Dried Pears|Фрукты|США|3
10453|21.2.1997 0:00:00|2699,99|Великобритания|Uncle Bob's Organic Dried Pears|Фрукты|США|1
10476|17.3.1997 0:00:00|1440,00|Венесуэлла|Uncle Bob's Organic Dried Pears|Фрукты|США|8
10485|25.3.1997 0:00:00|6479,99|Венесуэлла|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10506|15.4.1997 0:00:00|1889,99|Германия|Uncle Bob's Organic Dried Pears|Фрукты|США|9
10517|24.4.1997 0:00:00|900,00|Великобритания|Uncle Bob's Organic Dried Pears|Фрукты|США|3
10538|15.5.1997 0:00:00|1050,00|Великобритания|Uncle Bob's Organic Dried Pears|Фрукты|США|9
10616|31.7.1997 0:00:00|2137,49|США|Uncle Bob's Organic Dried Pears|Фрукты|США|1
10621|5.8.1997 0:00:00|3000,00|Великобритания|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10640|21.8.1997 0:00:00|1687,50|Германия|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10659|5.9.1997 0:00:00|5699,99|Бразилия|Uncle Bob's Organic Dried Pears|Фрукты|США|7
10694|6.10.1997 0:00:00|7500,00|Германия|Uncle Bob's Organic Dried Pears|Фрукты|США|8
10697|8.10.1997 0:00:00|3375,00|Венесуэлла|Uncle Bob's Organic Dried Pears|Фрукты|США|3
10698|9.10.1997 0:00:00|1139,99|Австрия|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10707|16.10.1997 0:00:00|3569,99|Великобритания|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10758|28.11.1997 0:00:00|6000,00|Швейцария|Uncle Bob's Organic Dried Pears|Фрукты|США|3
10780|16.12.1997 0:00:00|5250,00|Венесуэлла|Uncle Bob's Organic Dried Pears|Фрукты|США|2
10810|1.1.1998 0:00:00|750,00|Канада|Uncle Bob's Organic Dried Pears|Фрукты|США|2
10822|8.1.1998 0:00:00|900,00|США|Uncle Bob's Organic Dried Pears|Фрукты|США|6
10824|9.1.1998 0:00:00|1350,00|Швеция|Uncle Bob's Organic Dried Pears|Фрукты|США|8
10842|20.1.1998 0:00:00|1800,00|Мексика|Uncle Bob's Organic Dried Pears|Фрукты|США|1
10846|22.1.1998 0:00:00|4500,00|Бельгия|Uncle Bob's Organic Dried Pears|Фрукты|США|2
10850|23.1.1998 0:00:00|3824,99|Франция|Uncle Bob's Organic Dried Pears|Фрукты|США|1
10858|29.1.1998 0:00:00|600,00|Франция|Uncle Bob's Organic Dried Pears|Фрукты|США|2
10880|10.2.1998 0:00:00|5999,99|Швеция|Uncle Bob's Organic Dried Pears|Фрукты|США|7
10885|12.2.1998 0:00:00|4500,00|Бельгия|Uncle Bob's Organic Dried Pears|Фрукты|США|6
10900|20.2.1998 0:00:00|337,50|Бразилия|Uncle Bob's Organic Dried Pears|Фрукты|США|1
10991|1.4.1998 0:00:00|2399,99|Германия|Uncle Bob's Organic Dried Pears|Фрукты|США|1
11017|13.4.1998 0:00:00|4500,00|Австрия|Uncle Bob's Organic Dried Pears|Фрукты|США|9
11037|21.4.1998 0:00:00|600,00|Испания|Uncle Bob's Organic Dried Pears|Фрукты|США|7
11057|29.4.1998 0:00:00|450,00|Великобритания|Uncle Bob's Organic Dried Pears|Фрукты|США|3
11062|30.4.1998 0:00:00|1439,99|Италия|Uncle Bob's Organic Dried Pears|Фрукты|США|4
10256|15.7.1996 0:00:00|1248,00|Бразилия|Tofu|Фрукты|Япония|3
10257|16.7.1996 0:00:00|1560,00|Венесуэлла|Tofu|Фрукты|Япония|4
10290|27.8.1996 0:00:00|1040,00|Бразилия|Tofu|Фрукты|Япония|8
10366|28.11.1996 0:00:00|520,00|Испания|Tofu|Фрукты|Япония|8
10367|28.11.1996 0:00:00|728,00|Дания|Tofu|Фрукты|Япония|7
10399|31.12.1996 0:00:00|1456,00|Дания|Tofu|Фрукты|Япония|8
10417|16.1.1997 0:00:00|3640,00|Дания|Tofu|Фрукты|Япония|4
10421|21.1.1997 0:00:00|883,99|Бразилия|Tofu|Фрукты|Япония|8
10451|19.2.1997 0:00:00|5147,99|Германия|Tofu|Фрукты|Япония|4
10483|24.3.1997 0:00:00|2963,99|США|Tofu|Фрукты|Япония|7
10491|31.3.1997 0:00:00|618,79|Португалия|Tofu|Фрукты|Япония|8
10495|3.4.1997 0:00:00|520,00|Канада|Tofu|Фрукты|Япония|3
10497|4.4.1997 0:00:00|2600,00|Германия|Tofu|Фрукты|Япония|7
10554|30.5.1997 0:00:00|1234,99|Германия|Tofu|Фрукты|Япония|4
10577|23.6.1997 0:00:00|2340,00|США|Tofu|Фрукты|Япония|9
10587|2.7.1997 0:00:00|2600,00|Бразилия|Tofu|Фрукты|Япония|1
10590|7.7.1997 0:00:00|7409,99|Канада|Tofu|Фрукты|Япония|4
10602|17.7.1997 0:00:00|487,50|Дания|Tofu|Фрукты|Япония|8
10646|27.8.1997 0:00:00|3412,50|Ирландия|Tofu|Фрукты|Япония|9
10658|5.9.1997 0:00:00|8644,99|Германия|Tofu|Фрукты|Япония|4
10690|2.10.1997 0:00:00|2925,00|Бразилия|Tofu|Фрукты|Япония|1
10735|10.11.1997 0:00:00|233,99|США|Tofu|Фрукты|Япония|6
10780|16.12.1997 0:00:00|1950,00|Венесуэлла|Tofu|Фрукты|Япония|2
10812|2.1.1998 0:00:00|2600,00|Италия|Tofu|Фрукты|Япония|5
10823|9.1.1998 0:00:00|1754,99|Венесуэлла|Tofu|Фрукты|Япония|5
10835|15.1.1998 0:00:00|207,99|Франция|Tofu|Фрукты|Япония|1
10841|20.1.1998 0:00:00|1950,00|Бельгия|Tofu|Фрукты|Япония|5
10885|12.2.1998 0:00:00|3250,00|Бельгия|Tofu|Фрукты|Япония|6
10886|13.2.1998 0:00:00|5200,00|Бразилия|Tofu|Фрукты|Япония|1
10929|5.3.1998 0:00:00|1950,00|Германия|Tofu|Фрукты|Япония|6
10946|12.3.1998 0:00:00|5200,00|Дания|Tofu|Фрукты|Япония|1
10986|30.3.1998 0:00:00|1950,00|Аргентина|Tofu|Фрукты|Япония|8
10999|3.4.1998 0:00:00|2593,49|Германия|Tofu|Фрукты|Япония|6
11000|6.4.1998 0:00:00|3900,00|США|Tofu|Фрукты|Япония|2
11015|10.4.1998 0:00:00|2340,00|Норвегия|Tofu|Фрукты|Япония|2
11060|30.4.1998 0:00:00|1300,00|Италия|Tofu|Фрукты|Япония|2
11068|4.5.1998 0:00:00|3093,99|Бразилия|Tofu|Фрукты|Япония|8
11077|6.5.1998 0:00:00|260,00|США|Tofu|Фрукты|Япония|1
10308|18.9.1996 0:00:00|534,50|Мексика|Carnarvon Tigers|Рыбопродукты|Австралия|7
10309|19.9.1996 0:00:00|3520,00|Ирландия|Carnarvon Tigers|Рыбопродукты|Австралия|3
10326|10.10.1996 0:00:00|4224,00|Испания|Carnarvon Tigers|Рыбопродукты|Австралия|4
10336|23.10.1996 0:00:00|2851,19|Португалия|Carnarvon Tigers|Рыбопродукты|Австралия|7
10339|28.10.1996 0:00:00|1760,00|Канада|Carnarvon Tigers|Рыбопродукты|Австралия|2
10344|1.11.1996 0:00:00|6160,00|США|Carnarvon Tigers|Рыбопродукты|Австралия|4
10464|4.3.1997 0:00:00|2252,79|Португалия|Carnarvon Tigers|Рыбопродукты|Австралия|4
10511|18.4.1997 0:00:00|9349,99|Франция|Carnarvon Tigers|Рыбопродукты|Австралия|4
10527|5.5.1997 0:00:00|9899,99|Германия|Carnarvon Tigers|Рыбопродукты|Австралия|7
10533|12.5.1997 0:00:00|10449,99|Швеция|Carnarvon Tigers|Рыбопродукты|Австралия|8
10606|22.7.1997 0:00:00|3519,99|Бразилия|Carnarvon Tigers|Рыбопродукты|Австралия|4
10635|18.8.1997 0:00:00|1979,99|Италия|Carnarvon Tigers|Рыбопродукты|Австралия|8
10636|19.8.1997 0:00:00|5500,00|Финляндия|Carnarvon Tigers|Рыбопродукты|Австралия|4
10654|2.9.1997 0:00:00|2375,99|Швеция|Carnarvon Tigers|Рыбопродукты|Австралия|5
10679|23.9.1997 0:00:00|11250,00|Франция|Carnarvon Tigers|Рыбопродукты|Австралия|8
10704|14.10.1997 0:00:00|1320,00|Бразилия|Carnarvon Tigers|Рыбопродукты|Австралия|6
10726|3.11.1997 0:00:00|5500,00|Великобритания|Carnarvon Tigers|Рыбопродукты|Австралия|4
10846|22.1.1998 0:00:00|4620,00|Бельгия|Carnarvon Tigers|Рыбопродукты|Австралия|2
10913|26.2.1998 0:00:00|4950,00|Бразилия|Carnarvon Tigers|Рыбопродукты|Австралия|4
10950|16.3.1998 0:00:00|1100,00|Италия|Carnarvon Tigers|Рыбопродукты|Австралия|1
11000|6.4.1998 0:00:00|4125,00|США|Carnarvon Tigers|Рыбопродукты|Австралия|2
11077|6.5.1998 0:00:00|220,00|США|Carnarvon Tigers|Рыбопродукты|Австралия|1
10255|12.7.1996 0:00:00|4865,00|Швейцария|Nord-Ost Matjeshering|Рыбопродукты|Германия|9
10263|23.7.1996 0:00:00|52427,25|Австрия|Nord-Ost Matjeshering|Рыбопродукты|Германия|9
10287|22.8.1996 0:00:00|4725,99|Бразилия|Nord-Ost Matjeshering|Рыбопродукты|Германия|8
10296|3.9.1996 0:00:00|4170,00|Венесуэлла|Nord-Ost Matjeshering|Рыбопродукты|Германия|6
10310|20.9.1996 0:00:00|1390,00|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|8
10324|8.10.1996 0:00:00|2481,14|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|9
10359|21.11.1996 0:00:00|7394,79|Великобритания|Nord-Ost Matjeshering|Рыбопродукты|Германия|5
10403|3.1.1997 0:00:00|2481,14|Австрия|Nord-Ost Matjeshering|Рыбопродукты|Германия|4
10439|7.2.1997 0:00:00|2224,00|Канада|Nord-Ost Matjeshering|Рыбопродукты|Германия|6
10440|10.2.1997 0:00:00|5789,34|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|4
10454|21.2.1997 0:00:00|2223,99|Франция|Nord-Ost Matjeshering|Рыбопродукты|Германия|4
10469|10.3.1997 0:00:00|4135,24|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10489|28.3.1997 0:00:00|2502,00|Австрия|Nord-Ost Matjeshering|Рыбопродукты|Германия|6
10515|23.4.1997 0:00:00|8725,00|Германия|Nord-Ost Matjeshering|Рыбопродукты|Германия|2
10551|28.5.1997 0:00:00|5932,99|Португалия|Nord-Ost Matjeshering|Рыбопродукты|Германия|4
10553|30.5.1997 0:00:00|2443,00|Финляндия|Nord-Ost Matjeshering|Рыбопродукты|Германия|2
10554|30.5.1997 0:00:00|4973,24|Германия|Nord-Ost Matjeshering|Рыбопродукты|Германия|4
10572|18.6.1997 0:00:00|1884,59|Швеция|Nord-Ost Matjeshering|Рыбопродукты|Германия|3
10605|21.7.1997 0:00:00|4973,24|Канада|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10653|2.9.1997 0:00:00|4711,49|Германия|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10671|17.9.1997 0:00:00|1745,00|Франция|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10673|18.9.1997 0:00:00|523,50|Финляндия|Nord-Ost Matjeshering|Рыбопродукты|Германия|2
10680|24.9.1997 0:00:00|6543,75|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10706|16.10.1997 0:00:00|3490,00|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|8
10718|27.10.1997 0:00:00|3490,00|Германия|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10730|5.11.1997 0:00:00|2486,62|Франция|Nord-Ost Matjeshering|Рыбопродукты|Германия|5
10738|12.11.1997 0:00:00|523,50|Франция|Nord-Ost Matjeshering|Рыбопродукты|Германия|2
10779|16.12.1997 0:00:00|3490,00|Германия|Nord-Ost Matjeshering|Рыбопродукты|Германия|3
10795|24.12.1997 0:00:00|11342,50|Австрия|Nord-Ost Matjeshering|Рыбопродукты|Германия|8
10855|27.1.1998 0:00:00|8725,00|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|3
10871|5.2.1998 0:00:00|1989,29|Франция|Nord-Ost Matjeshering|Рыбопродукты|Германия|9
10877|9.2.1998 0:00:00|3926,25|Бразилия|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10909|26.2.1998 0:00:00|2617,50|Норвегия|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10916|27.2.1998 0:00:00|1047,00|Аргентина|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10919|2.3.1998 0:00:00|4188,00|Венесуэлла|Nord-Ost Matjeshering|Рыбопродукты|Германия|2
10932|6.3.1998 0:00:00|4711,49|Франция|Nord-Ost Matjeshering|Рыбопродукты|Германия|8
10954|17.3.1998 0:00:00|4153,09|Венесуэлла|Nord-Ost Matjeshering|Рыбопродукты|Германия|5
10984|30.3.1998 0:00:00|9597,50|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10985|30.3.1998 0:00:00|5653,79|Ирландия|Nord-Ost Matjeshering|Рыбопродукты|Германия|2
11066|1.5.1998 0:00:00|523,50|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|7
11070|5.5.1998 0:00:00|4449,74|Германия|Nord-Ost Matjeshering|Рыбопродукты|Германия|2
11074|6.5.1998 0:00:00|2320,84|Дания|Nord-Ost Matjeshering|Рыбопродукты|Германия|7
11077|6.5.1998 0:00:00|338,53|США|Nord-Ost Matjeshering|Рыбопродукты|Германия|1
10257|16.7.1996 0:00:00|8775,00|Венесуэлла|Rod Kaviar|Рыбопродукты|Швеция|4
10284|19.8.1996 0:00:00|3948,75|Германия|Rod Kaviar|Рыбопродукты|Швеция|4
10441|10.2.1997 0:00:00|17550,00|США|Rod Kaviar|Рыбопродукты|Швеция|3
10515|23.4.1997 0:00:00|52680,00|Германия|Rod Kaviar|Рыбопродукты|Швеция|2
10598|14.7.1997 0:00:00|21950,00|США|Rod Kaviar|Рыбопродукты|Швеция|1
10760|1.12.1997 0:00:00|17560,00|Бельгия|Rod Kaviar|Рыбопродукты|Швеция|4
10858|29.1.1998 0:00:00|4390,00|Франция|Rod Kaviar|Рыбопродукты|Швеция|2
10930|6.3.1998 0:00:00|10975,00|Бельгия|Rod Kaviar|Рыбопродукты|Швеция|4
10979|26.3.1998 0:00:00|13170,00|Австрия|Rod Kaviar|Рыбопродукты|Швеция|8
10259|18.7.1996 0:00:00|208,00|Мексика|Inlagd Sill|Рыбопродукты|Швеция|4
10337|24.10.1996 0:00:00|5824,00|Германия|Inlagd Sill|Рыбопродукты|Швеция|4
10408|8.1.1997 0:00:00|2080,00|Франция|Inlagd Sill|Рыбопродукты|Швеция|8
10523|1.5.1997 0:00:00|4211,99|Великобритания|Inlagd Sill|Рыбопродукты|Швеция|7
10847|22.1.1998 0:00:00|12479,99|США|Inlagd Sill|Рыбопродукты|Швеция|4
10966|20.3.1998 0:00:00|2080,00|Швейцария|Inlagd Sill|Рыбопродукты|Швеция|4
10329|15.10.1996 0:00:00|40051,99|США|Gravad lax|Рыбопродукты|Швеция|4
10351|11.11.1996 0:00:00|40051,99|Австрия|Gravad lax|Рыбопродукты|Швеция|1
10353|13.11.1996 0:00:00|84319,99|Австрия|Gravad lax|Рыбопродукты|Швеция|7
10360|22.11.1996 0:00:00|21080,00|Франция|Gravad lax|Рыбопродукты|Швеция|4
10372|4.12.1996 0:00:00|63240,00|Бразилия|Gravad lax|Рыбопродукты|Швеция|5
10417|16.1.1997 0:00:00|105400,00|Дания|Gravad lax|Рыбопродукты|Швеция|4
10424|23.1.1997 0:00:00|82633,59|Канада|Gravad lax|Рыбопродукты|Швеция|7
10479|19.3.1997 0:00:00|63240,00|США|Gravad lax|Рыбопродукты|Швеция|3
10518|25.4.1997 0:00:00|39525,00|Мексика|Gravad lax|Рыбопродукты|Швеция|4
10540|19.5.1997 0:00:00|79050,00|Германия|Gravad lax|Рыбопродукты|Швеция|3
10541|19.5.1997 0:00:00|9485,99|Бразилия|Gravad lax|Рыбопродукты|Швеция|2
10616|31.7.1997 0:00:00|37548,74|США|Gravad lax|Рыбопродукты|Швеция|1
10672|17.9.1997 0:00:00|35572,49|Швеция|Gravad lax|Рыбопродукты|Швеция|9
10783|18.12.1997 0:00:00|13175,00|Бразилия|Gravad lax|Рыбопродукты|Швеция|4
10805|30.12.1997 0:00:00|26350,00|США|Gravad lax|Рыбопродукты|Швеция|2
10816|6.1.1998 0:00:00|75097,49|США|Gravad lax|Рыбопродукты|Швеция|4
10817|6.1.1998 0:00:00|79050,00|Германия|Gravad lax|Рыбопродукты|Швеция|3
10828|13.1.1998 0:00:00|5270,00|Аргентина|Gravad lax|Рыбопродукты|Швеция|9
10831|14.1.1998 0:00:00|21080,00|Норвегия|Gravad lax|Рыбопродукты|Швеция|3
10865|2.2.1998 0:00:00|150194,99|Германия|Gravad lax|Рыбопродукты|Швеция|2
10889|16.2.1998 0:00:00|105400,00|США|Gravad lax|Рыбопродукты|Швеция|9
10964|20.3.1998 0:00:00|13175,00|Франция|Gravad lax|Рыбопродукты|Швеция|3
10981|27.3.1998 0:00:00|158100,00|Бразилия|Gravad lax|Рыбопродукты|Швеция|1
11032|17.4.1998 0:00:00|65875,00|США|Gravad lax|Рыбопродукты|Швеция|2
10250|8.7.1996 0:00:00|770,00|Бразилия|Boston Crab Meat|Рыбопродукты|США|4
10260|19.7.1996 0:00:00|924,00|Германия|Boston Crab Meat|Рыбопродукты|США|4
10264|24.7.1996 0:00:00|1636,24|Швеция|Boston Crab Meat|Рыбопродукты|США|6
10316|27.9.1996 0:00:00|770,00|США|Boston Crab Meat|Рыбопродукты|США|1
